ранг	кандзи	freq	pmw	кум%	написания
2241	玲	833	4.2647	99.215	玲子(318)/玲一(167)/玲奈(75)/玲(58)/玲景(37)/玲香(23)/玲瓏(21)/玲司(19)/周玲(18)/玲次(17)/玲緒奈(17)/玲美(17)/玲於奈(10)/玲児(6)/玲那(5)/玉玲(4)/玲央(4)/淑玲(3)/美玲(3)/嘉玲(2)
2242	岬	831	4.2545	99.217	岬(788)/潮岬(17)/岬町(8)/岬めぐり(5)/脇岬(3)/岬端(2)/坊ノ岬(1)/岬之町(1)/木曽岬(1)/箱の岬(1)/脇岬町(1)/茶屋ヶ岬(1)/豊岬(1)/遠見岬(1)
2243	漸	831	4.2545	99.218	漸く(232)/漸次(175)/漸進(116)/漸減(97)/漸増(89)/漸(26)/漸近(25)/東漸(18)/漸々(8)/漸深(6)/漸悟(4)/漸教(4)/漸禁(4)/漸と(3)/漸新(3)/漸江(3)/漸移(3)/西漸(3)/北漸(2)/漸う(2)
2244	寡	829	4.2443	99.219	寡婦(304)/寡占(143)/寡黙(135)/多寡(100)/寡(25)/寡作(22)/寡頭(18)/寡聞(16)/寡兵(12)/衆寡(12)/寡少(9)/寡夫(7)/寡民(4)/寡人(3)/寡い(2)/寡徳(2)/寡欲(2)/寡照(2)/寡言(2)/寡雪(2)
2245	弄	829	4.2443	99.221	翻弄(255)/弄し(84)/愚弄(75)/弄っ(50)/弄ば(47)/弄ん(45)/弄ぶ(41)/弄び(31)/弄する(29)/嘲弄(28)/弄ら(24)/弄り(23)/弄(21)/弄る(17)/弄さ(8)/玩弄(8)/弄くっ(3)/弄せ(3)/弄ぼう(3)/弄り回し(3)
2246	薪	828	4.2391	99.222	薪(582)/薪炭(88)/薪能(35)/薪次(30)/臥薪(24)/薪割り(22)/薪木(8)/薪水(7)/薪材(4)/薪窯(4)/松薪(3)/炭薪(3)/薪村(3)/薪つくり(2)/薪作り(2)/薪山(2)/薪束(2)/薪運び(2)/採薪(1)/積薪(1)
2247	晃	824	4.2187	99.224	晃(252)/鷹晃(87)/晃司(70)/彰晃(44)/晃児(44)/晃二(36)/晃運(34)/保晃(26)/晃一(16)/晃子(16)/伸晃(14)/千晃(14)/晃夫(13)/徐晃(12)/晃三(10)/晃之(10)/尚晃(7)/晃伸(6)/一晃(5)/晃一郎(5)
2248	硝	822	4.2084	99.225	硝子(342)/硝酸(324)/硝煙(77)/脱硝(29)/硝石(18)/焰硝(10)/硝化(10)/煙硝(4)/硝第(2)/烟硝(1)/硝(1)/硝スト(1)/硝安(1)/硝泉(1)/硝薬(1)
2249	堵	821	4.2033	99.226	安堵(805)/堵(5)/堵庵(5)/卒堵婆(2)/堵列(1)/堵墻(1)/田堵(1)/蘇婆卒堵(1)
2250	漱	821	4.2033	99.228	漱石(810)/漱(3)/漱い(3)/漱ぎ(2)/口漱ぎ(1)/漱ぎ清め(1)/漱ぐ(1)
2251	趙	821	4.2033	99.229	趙(462)/趙雲(97)/趙丹(56)/趙浚(54)/趙王(29)/趙州(17)/趙兵(16)/趙丙(13)/趙安(13)/趙高(9)/趙光(8)/趙理(7)/趙軍(6)/趙将(3)/趙翼(3)/趙融(3)/趙昱(2)/趙源(2)/趙範(2)/趙衰(2)
2252	拐	820	4.1982	99.231	誘拐(789)/拐っ(4)/拐取(4)/拐帯(4)/拐(3)/拐かし(3)/拐かさ(2)/拐かす(2)/拐わ(2)/石拐(2)/拐い(1)/拐おう(1)/拐し(1)/拐振(1)/鉄拐(1)
2253	淫	818	4.1879	99.232	淫ら(189)/淫乱(97)/淫靡(57)/姦淫(52)/淫(43)/淫売(37)/淫楽(29)/淫魔(29)/淫蕩(26)/淫行(25)/淫猥(20)/邪淫(19)/淫雅(15)/淫液(13)/淫婦(11)/淫気(11)/催淫(10)/手淫(10)/淫虐(10)/淫欲(8)
2254	牽	817	4.1828	99.233	牽引(413)/牽制(249)/牽牛(32)/牽連(32)/牽強(18)/牽い(16)/牽か(16)/牽く(13)/牽(9)/牽き(6)/駒牽(5)/牽つ張る(4)/大日本根子彦国牽(2)/牽つ張つ(1)/牽糸(1)
2255	狗	817	4.1828	99.235	天狗(639)/狗奴(47)/狗(39)/狗邪韓(26)/狗肉(11)/走狗(11)/二狗(9)/天狗原(6)/狗古智卑狗(6)/卑狗(4)/狗尾草(4)/天狗森(3)/掖邪狗(2)/狗村(2)/夜狗(1)/抜邪狗(1)/狗ヶ岩屋(1)/狗原(1)/狗壌(1)/狗声(1)
2256	紡	816	4.1777	99.236	紡績(287)/紡錘(79)/紡ぐ(75)/紡織(69)/紡い(55)/紡(45)/紡ぎ(24)/混紡(21)/紡が(17)/倉紡(15)/紡糸(15)/精紡(12)/紡ぎ出す(12)/鐘紡(12)/紡ぎ出し(11)/紡ぎだし(9)/紡ぎ出さ(8)/紡ぎだす(5)/綿紡(5)/在華紡(4)
2257	畔	815	4.1726	99.237	畔(311)/湖畔(213)/河畔(146)/川畔(28)/池畔(23)/畦畔(19)/小畔(9)/橋畔(9)/畔道(8)/畔り(6)/畔田(5)/墓畔(3)/戸畔(3)/堤畔(2)/林畔(2)/森畔(2)/江畔(2)/畔上(2)/畔蛸(2)/けい畔(1)
2258	窺	814	4.1675	99.239	窺っ(207)/窺う(153)/窺わ(142)/窺える(115)/窺え(58)/窺い(45)/窺い知る(31)/窺い知れ(15)/窺基(7)/窺おう(6)/窺知(6)/窺い見る(5)/窺ふ(4)/窺い知れる(3)/窺い見(2)/窺えよう(2)/窺は(2)/窺ひ(2)/相窺掩(1)/窺いしれ(1)
2259	而	808	4.1367	99.240	形而(302)/而して(191)/而(77)/而も(52)/而生(13)/似而非(12)/而已(9)/而衡(6)/而る(5)/而不(5)/而今(5)/而し(4)/而為(4)/而無(4)/而足(4)/裕而(4)/述而(4)/而れ(3)/而后(3)/而御(3)
2260	垢	805	4.1214	99.242	無垢(321)/垢(213)/垢抜け(53)/手垢(45)/歯垢(45)/水垢(35)/耳垢(31)/垢すり(22)/水垢離(9)/湯垢(7)/恥垢(5)/垢落とし(4)/垢離(4)/垢搔き(1)/垢石(1)/垢銭(1)/垢面(1)/塵垢(1)/洗垢(1)/湯垢離(1)
2261	酎	805	4.1214	99.243	焼酎(773)/酎ハイ(16)/酎(8)/青酎(6)/燒酎(2)
2262	芦	803	4.1111	99.244	芦屋(171)/芦田(162)/芦(95)/芦川(45)/芦原(44)/芦刈(33)/芦毛(30)/芦辺(29)/芦安(28)/芦名(26)/芦別(25)/芦浜(22)/芦浦(17)/芦北(14)/芦部(10)/芦峅(8)/芦花(6)/芦野(6)/芦品(3)/芦尾(3)
2263	穿	800	4.0958	99.246	穿い(148)/穿刺(108)/穿孔(97)/穿通(62)/穿き(57)/穿た(53)/穿っ(49)/穿く(45)/穿ち(31)/穿つ(27)/穿か(21)/穿(17)/穿鑿(17)/下穿き(15)/穿さく(10)/穿き替え(4)/穿き物(4)/穿け(4)/穿こう(4)/穿破(4)
2264	竿	798	4.0855	99.247	竿(469)/釣り竿(47)/釣竿(42)/竹竿(38)/竿頭(28)/旗竿(24)/掛竿(23)/竿先(17)/竿師(17)/竿燈(11)/干竿(6)/磯竿(6)/置き竿(6)/神竿(5)/納竿(5)/竿さばき(4)/竿出し(4)/竿灯(4)/竿竹(4)/製竿(4)
2265	怨	796	4.0753	99.248	怨霊(165)/怨み(163)/怨念(158)/怨恨(67)/呪怨(31)/私怨(31)/怨ん(30)/怨嗟(30)/怨(25)/怨敵(18)/怨む(16)/怨ま(14)/怨み言(4)/怨めし(4)/宿怨(3)/怨じ(3)/怨みごと(3)/怨憎(3)/怨讐(3)/逆怨み(3)
2266	搾	795	4.0702	99.250	搾取(311)/搾乳(119)/圧搾(77)/搾り(55)/搾っ(45)/搾る(29)/搾り出し(19)/乳搾り(18)/搾り出す(16)/搾り汁(12)/搾ら(9)/搾り取ら(8)/搾りたて(7)/搾り取る(7)/搾油(7)/搾(6)/搾り取っ(6)/搾れ(5)/搾りかす(4)/搾菜(4)
2267	胚	794	4.0651	99.251	胚(415)/胚葉(108)/胚芽(100)/胞胚(33)/胚盤(30)/胚乳(24)/胚胎(24)/胚性(16)/胚珠(15)/胚軸(13)/胚期(5)/胚子(4)/半胚(3)/胚膜(2)/胚内(1)/胚質(1)
2268	寅	791	4.0497	99.252	寅(218)/寅彦(90)/寅吉(76)/寅雄(63)/寅次郎(53)/寅年(46)/丑寅(43)/寅蔵(41)/寅三(23)/寅之助(18)/壬寅(14)/寅泰(13)/戊寅(11)/甲寅(11)/庚寅(10)/丙寅(9)/寅太郎(9)/天寅(5)/寅三郎(4)/女寅(3)
2269	萎	789	4.0395	99.254	萎縮(426)/萎え(182)/萎れ(41)/萎える(34)/萎ん(32)/萎び(19)/萎む(10)/萎(9)/萎れる(8)/萎靡(6)/萎凋(4)/萎ちょう(3)/萎み(3)/打ち萎れ(2)/うち萎れ(1)/枯れ萎れ(1)/激萎(1)/萎ま(1)/萎め(1)/萎ゆ(1)
2270	慕	784	4.0139	99.255	慕っ(177)/慕わ(114)/慕う(92)/思慕(76)/慕い(62)/敬慕(42)/恋慕(38)/慕情(38)/追慕(33)/慕容(25)/慕わしい(10)/愛慕(9)/恋い慕う(8)/恋い慕っ(6)/慕(6)/慕い寄る(5)/慕ひ(5)/恋い慕い(4)/慕ふ(4)/慕わし(3)
2271	泄	784	4.0139	99.256	排泄(765)/蒸泄(8)/泄(4)/泄謨觚(2)/泄利(1)/清泄(1)/漏泄(1)/通泄(1)/降泄(1)
2272	侮	782	4.0036	99.258	侮辱(395)/侮蔑(145)/侮れ(64)/侮っ(44)/軽侮(41)/侮る(30)/侮り(23)/侮ら(16)/侮(13)/侮日(6)/侮り笑っ(1)/侮れる(1)/啓侮(1)/外侮(1)/禦侮(1)
2273	獅	782	4.0036	99.259	獅子(690)/獅童(37)/獅子吼(23)/冬獅郎(14)/獅(9)/獅子ヶ鼻(3)/獅朗(2)/騎獅(2)/獅子ケ鼻(1)/獅子ヶ口町(1)
2274	剃	780	3.9934	99.260	剃っ(215)/剃る(95)/剃刀(88)/剃り(85)/剃ら(71)/剃髪(47)/髭剃り(37)/剃り上げ(20)/剃りあげ(15)/剃毛(15)/剃れ(14)/剃り落とし(12)/剃り残し(8)/剃りあと(7)/顔剃り(6)/ひげ剃り(5)/剃れる(5)/剃(4)/剃り味(4)/剃り落とさ(4)
2275	准	779	3.9883	99.262	批准(400)/准(234)/准将(65)/准尉(32)/准后(14)/准母(11)/准一(9)/由准(6)/准じ(2)/准ずる(1)/准ぜ(1)/准へ(1)/准南(1)/准噶爾(1)/准看(1)
2276	疹	774	3.9627	99.263	湿疹(184)/発疹(180)/疹(100)/麻疹(97)/風疹(69)/疱疹(43)/皮疹(41)/薬疹(22)/丘疹(16)/汗疹(13)/痂疹(3)/痒疹(3)/膨疹(3)
2277	帥	769	3.9371	99.264	元帥(347)/統帥(137)/帥(120)/総帥(114)/権帥(17)/帥宮(11)/将帥(10)/梟帥(5)/帥升(2)/帥府(2)/將帥(1)/帥先(1)/政治掛帥(1)/赤銅八十梟帥(1)
2278	殉	767	3.9268	99.265	殉じ(312)/殉教(178)/殉職(91)/殉死(63)/殉ずる(26)/殉葬(21)/殉難(19)/殉じる(15)/殉国(13)/殉情(8)/殉節(6)/殉也(5)/殉(3)/殉愛(2)/殉え(1)/殉ず(1)/殉ぜ(1)/殉ぜよ(1)/殉は(1)
2279	嶺	765	3.9166	99.267	嶺(238)/海嶺(93)/高嶺(72)/雪嶺(46)/稲嶺(43)/赤嶺(35)/長嶺(23)/与那嶺(14)/大嶺(13)/大興安嶺(12)/嶺北(11)/山嶺(10)/嶺南(10)/北嶺(9)/秦嶺(9)/銀嶺(9)/葱嶺(8)/伊志嶺(6)/南嶺(6)/連嶺(6)
2280	韻	765	3.9166	99.268	余韻(320)/音韻(132)/韻(94)/韻文(61)/韻律(45)/風韻(18)/脚韻(12)/詩韻(8)/押韻(6)/無韻(6)/韻尾(6)/韻牌(6)/頭韻(6)/官韻(5)/韻字(5)/神韻(4)/韻書(4)/韻母(4)/哀韻(3)/松韻(3)
2281	瓜	764	3.9115	99.269	西瓜(155)/瓜(119)/胡瓜(110)/南瓜(78)/冬瓜(66)/瓜二つ(56)/瓜生(31)/木瓜(26)/苦瓜(14)/瓜ふたつ(12)/瓜実(11)/糸瓜(11)/破瓜(10)/瓜破(7)/白瓜(7)/烏瓜(5)/瓜畑(5)/瓜田(4)/甜瓜(4)/梨瓜(3)
2282	鼠	764	3.9115	99.271	鼠(392)/鼠径(51)/鼠色(49)/栗鼠(40)/溝鼠(34)/鼠男(27)/窮鼠(20)/鼠蹊(19)/海鼠(18)/濡れ鼠(10)/野鼠(10)/萱鼠(8)/鼹鼠(7)/殺鼠(6)/海鼠壁(5)/銀鼠(5)/子鼠(4)/田舎鼠(4)/針鼠(4)/鼠取り(4)
2283	兎	763	3.9064	99.272	兎(354)/兎に角(119)/野兎(47)/兎も角(37)/脱兎(32)/兎角(24)/兎耳(20)/兎馬(17)/白兎(14)/兎唇(12)/於兎丸(9)/兎糞(7)/兎の毛(6)/兎毛(6)/兎狩(6)/家兎(6)/烏兎(5)/玉兎(5)/雪兎(5)/兎平(4)
2284	翁	763	3.9064	99.273	翁(518)/一翁(34)/老翁(29)/塞翁(18)/鳩翁(15)/仙翁(12)/松翁(10)/丹翁(9)/福翁(8)/啓翁(7)/尊翁(7)/楽翁(7)/翁長(7)/徹翁(6)/田翁(6)/翁スギ(5)/蕉翁(5)/西翁(5)/信天翁(4)/敬翁(4)
2285	繫	760	3.8910	99.274	繫がっ(142)/繫がる(103)/繫がり(99)/繫い(76)/繫が(69)/繫ぐ(53)/繫ぎ(37)/繫げ(25)/繫がら(21)/繫留(19)/繫(15)/連繫(15)/繫辞(13)/繫ぎとめ(9)/繫げる(8)/繫ぎ止め(6)/繫っ(5)/繫り(4)/繫る(4)/有繫(3)
2286	遡	760	3.8910	99.276	遡る(198)/遡っ(187)/遡及(115)/遡り(68)/遡上(55)/遡行(47)/遡れ(24)/遡ら(20)/遡求(19)/遡れる(6)/遡河(6)/遡源(5)/遡航(5)/遡ろう(2)/遡(1)/遡時(1)/遡江(1)
2287	鞍	759	3.8859	99.277	鞍(255)/鞍馬(172)/鞍上(65)/乗鞍(62)/鞍部(53)/鞍替え(41)/鞍山(19)/勝ち鞍(16)/鞍掛(13)/鞍ケ池(11)/荷鞍(9)/鞍手(8)/鞍月(5)/鞍飾り(4)/装鞍(3)/鞍がえ(3)/勝鞍(2)/鞍作(2)/鞍居(2)/鞍点(2)
2288	褐	758	3.8808	99.278	褐色(587)/褐変(47)/赤褐(46)/褐炭(19)/褐藻(19)/褐(18)/褐釉(11)/褐虫(7)/褐斑(2)/短褐(1)/黄褐変(1)
2289	冥	754	3.8603	99.280	冥福(196)/冥界(156)/冥府(93)/冥王(76)/冥土(48)/冥利(44)/冥(39)/冥加(20)/冥途(18)/幽冥(14)/冥合(13)/冥想(7)/冥々(6)/冥官(5)/冥冥(4)/冥海(3)/頑冥(3)/冥い(2)/冥く(2)/南冥(2)
2290	悶	754	3.8603	99.281	苦悶(155)/悶々(138)/悶え(74)/煩悶(72)/身悶え(64)/悶着(62)/悶絶(56)/悶える(23)/憂悶(18)/身悶える(14)/悶(11)/悶死(9)/悶悶(8)/悶え狂う(6)/悶え苦しむ(5)/悶え死ぬ(3)/悶え狂っ(3)/憤悶(3)/よろこび悶える(2)/悶え喘い(2)
2291	註	753	3.8552	99.282	註(537)/註釈(63)/註文(42)/訳註(24)/註解(19)/補註(11)/原註(10)/註記(9)/詩註(8)/脚註(5)/註し(5)/前註(4)/校註(4)/自註(4)/古註(3)/評註(3)/論註(2)
2292	晋	752	3.8500	99.283	晋作(195)/晋(167)/晋三(51)/晋太郎(48)/東晋(43)/晋侯(36)/晋呉(32)/西晋(25)/晋也(15)/晋介(14)/晋書(13)/晋平(12)/魏晋(12)/晋吾(10)/晋助(8)/景晋(8)/晋山(7)/晋一(5)/晋一郎(5)/晋陽(5)
2293	衿	749	3.8347	99.285	衿子(266)/衿(237)/半衿(82)/衿ぐり(33)/衿元(24)/衿もと(22)/衿秀(14)/衿先(8)/衿肩(7)/開衿(7)/掛け衿(6)/衿幅(6)/衿足(5)/撥衿(3)/衿あし(3)/衿芯(3)/かけ衿(2)/ひだ衿(2)/棒衿(2)/立ち衿(2)
2294	霜	747	3.8244	99.286	霜(369)/霜降り(80)/霜月(59)/霜柱(48)/星霜(24)/霜降(18)/初霜(13)/霜焼け(13)/秋霜(10)/霜よけ(9)/霜取り(8)/降霜(7)/霜夜(7)/霜解(7)/晩霜(6)/霜枯れ(6)/霜ふり(5)/朝霜(4)/焼き霜(4)/石霜(4)
2295	睦	745	3.8142	99.287	親睦(198)/睦(97)/和睦(84)/睦月(74)/睦美(42)/睦男(33)/睦夫(29)/睦州(17)/仲睦まじく(15)/睦言(14)/伴睦(13)/正睦(13)/睦子(11)/仲睦まじい(10)/睦まじく(10)/睦雄(8)/睦郎(6)/寛睦(5)/睦み合っ(5)/友睦(4)
2296	灌	744	3.8091	99.288	灌漑(213)/灌木(193)/灌流(102)/灌頂(79)/道灌(54)/灌水(35)/灌(27)/湯灌(17)/灌仏(7)/灌概(5)/灌嬰(4)/灌ぐ(2)/戒灌(1)/每灌(1)/灌」い(1)/灌ぎ(1)/灌腸(1)/畑灌(1)
2297	渕	742	3.7988	99.290	小渕(228)/増渕(124)/田渕(97)/長渕(62)/渕(49)/大渕(43)/岩渕(39)/倉渕(18)/馬渕(17)/江渕(12)/石渕(7)/亀渕(5)/川渕(5)/蔵渕(5)/渕上(4)/出渕(3)/小渕沢(3)/曲渕(3)/渕野辺(2)/臼渕(2)
2298	椿	741	3.7937	99.291	椿(467)/椿山(64)/椿姫(51)/麟椿(29)/椿油(25)/椿事(21)/椿原(21)/寒椿(11)/椿市(6)/白椿(6)/花椿(6)/落椿(5)/椿海(4)/夏椿(3)/妙椿(3)/椿説(3)/玉椿(3)/黒椿(3)/壽椿(2)/椿葉(2)
2299	柚	740	3.7886	99.292	柚子(392)/柚木(172)/柚(107)/柚鈴(36)/柚美(9)/柚原(7)/柚乃(3)/柚須(3)/柚莉愛(2)/柚香(2)/胡柚(2)/柚井(1)/柚比(1)/柚比本(1)/柚美子(1)/柚蜜(1)
2300	躊	740	3.7886	99.293	躊躇(611)/躊躇い(50)/躊躇っ(32)/躊躇う(21)/躊躇わ(17)/躊(7)/躊蹲(1)/騰躊(1)
2301	鷲	740	3.7886	99.295	鷲(303)/鷲尾(47)/鷲津(40)/高鷲(39)/鷲田(39)/鷲士(30)/鷲羽(29)/旭鷲山(25)/尾鷲(19)/鷲づかみ(18)/鷲掴み(18)/霊鷲(16)/鷲宮(16)/大鷲(13)/鷲鼻(13)/鷲見(9)/鷲峯(8)/荒鷲(7)/犬鷲(6)/鷲巣(5)
2302	遵	739	3.7835	99.296	遵守(669)/遵法(29)/遵(9)/遵奉(6)/遵い(4)/遵う(4)/遵憲(4)/遵義(4)/弓遵(2)/遵ヒ(2)/馬遵(2)/遵ひ(1)/遵ふ(1)/遵わ(1)/遵信(1)
2303	嘲	738	3.7784	99.297	嘲笑(301)/自嘲(164)/嘲る(56)/嘲り(53)/嘲笑う(31)/嘲弄(28)/嘲っ(27)/嘲笑っ(22)/嘲ら(10)/嘲笑い(9)/嘲けら(6)/嘲(4)/嘲けっ(4)/嘲風(4)/嘲けり(3)/嘲ける(3)/嘲い者(2)/嘲ら笑っ(2)/嘲り笑う(2)/嘲つ(1)
2304	溺	736	3.7681	99.298	溺れ(347)/溺死(124)/溺愛(88)/溺れる(80)/耽溺(35)/溺れ死ん(18)/溺れ死ぬ(15)/惑溺(6)/溺れ死に(3)/桀溺(2)/溺れ死(2)/溺れ谷(2)/溺水(2)/馬溺(2)/便溺(1)/沈み溺れ(1)/沈溺(1)/溺(1)/溺らせ(1)/溺れ狂っ(1)
2305	蔭	735	3.7630	99.300	蔭(202)/お蔭(189)/桐蔭(56)/木蔭(41)/御蔭(34)/松蔭(23)/日蔭(22)/緑蔭(22)/蔭山(19)/お蔭参り(17)/千蔭(12)/蔭口(12)/水蔭(10)/樟蔭(9)/敏蔭(8)/藤蔭(7)/山蔭(6)/岩蔭(6)/御蔭参り(4)/御蔭祭(4)
2306	躇	735	3.7630	99.301	躊躇(611)/躊躇い(50)/躊躇っ(32)/躊躇う(21)/躊躇わ(17)/躇っ(2)/躇らい(1)/鑄躇(1)
2307	廉	732	3.7476	99.302	低廉(199)/廉価(120)/廉(67)/清廉(63)/廉子(59)/破廉恥(59)/廉売(36)/廉太郎(32)/廉潔(12)/廉恥(11)/泰廉(11)/廉斎(10)/廉平(8)/信廉(6)/廉直(6)/義廉(4)/頼廉(4)/一廉(3)/孝廉(3)/廉く(3)
2308	巫	731	3.7425	99.303	巫女(486)/巫(46)/巫炎(30)/巫術(26)/黒巫女(24)/巫者(15)/巫女長(12)/巫覡(10)/歩き巫女(9)/御巫(8)/女巫(6)/巫女姿(6)/巫祝(6)/成巫(6)/巫山戯(5)/巫女姫(4)/巫女舞(4)/巫山戯る(4)/巫蠱(4)/男巫(4)
2309	撒	729	3.7323	99.305	撒い(159)/撒く(81)/撒き(72)/撒き散らし(68)/撒か(55)/撒き餌(48)/撒布(29)/ばら撒い(27)/撒き散らす(19)/水撒き(17)/振り撒い(16)/撒き散らさ(15)/ばら撒き(14)/ばら撒く(14)/ばら撒か(10)/弥撒(9)/振り撒く(7)/ぶち撒け(6)/撒きちらし(6)/撒退(6)
2310	姦	728	3.7272	99.306	強姦(419)/相姦(72)/姦通(71)/姦淫(52)/輪姦(23)/姦(14)/視姦(10)/姦臣(8)/姦民(5)/獣姦(5)/姦しい(4)/姦人(4)/姦婦(4)/姦し(3)/姦夫(3)/姦しく(2)/姦っ(2)/姦吏(2)/姦計(2)/死姦(2)
2311	汝	728	3.7272	99.307	汝(676)/汝南(27)/汝昌(7)/汝矣(7)/汝水(3)/汝霖(3)/大汝持(1)/汝れ(1)/汝俊(1)/汝适(1)/臨汝(1)
2312	姜	727	3.7220	99.308	生姜(546)/姜(106)/姜文(25)/姜維(19)/姜女(11)/乾姜(6)/文姜(6)/姜詩(5)/邑姜(2)/葱姜(1)
2313	膏	725	3.7118	99.310	石膏(329)/軟膏(242)/膏(117)/膏薬(22)/膏血(7)/膏肓(3)/膏粱(1)/膏身(1)/蜜膏(1)/酥膏(1)/雲母膏(1)
2314	董	725	3.7118	99.311	骨董(371)/董卓(169)/董(78)/董白(41)/董子(22)/董万(9)/董永(9)/董宣(6)/董橋(3)/安董(2)/董扶(2)/董旻(2)/董遇(2)/公董(1)/几董(1)/古董(1)/董和(1)/董斎(1)/董立ち(1)/董襲(1)
2315	倣	721	3.6913	99.312	模倣(450)/倣っ(152)/倣い(40)/倣う(38)/倣え(11)/倣書(7)/倣おう(4)/摸倣(4)/看倣す(3)/倣ふ(2)/倣製(2)/倣」う(1)/倣ひ(1)/倣らう(1)/倣わ(1)/倣ヒ(1)/倣慢(1)/見倣う(1)/見倣っ(1)
2316	叡	721	3.6913	99.313	比叡(308)/叡山(171)/叡智(89)/叡知(56)/叡尊(30)/叡慮(12)/東叡(12)/叡(11)/叡福(6)/曹叡(4)/栄叡(4)/行叡(4)/叡一(3)/叡感(3)/叡覧(3)/叡電(2)/叡子(1)/叡齋(1)/宗叡(1)
2317	酌	719	3.6811	99.314	酌(131)/晩酌(127)/酌み(89)/斟酌(82)/参酌(66)/媒酌(53)/酌量(43)/手酌(35)/酌婦(20)/酌む(16)/酌ん(12)/酌み取り(8)/しん酌(7)/朝酌(6)/浅酌(6)/独酌(6)/酌み取っ(5)/酌み取る(3)/酌め(2)/酌み取れる(1)
2318	惧	712	3.6452	99.316	危惧(679)/惧れ(26)/惧(3)/惧れる(2)/危（惧）懼(1)/疑惧(1)
2319	慧	711	3.6401	99.317	智慧(235)/慧(100)/慧海(70)/可慧(68)/慧能(55)/慧眼(22)/知慧(22)/慧可(9)/慧慈(8)/慧生(8)/慧遠(8)/善慧(7)/慧思(7)/明慧(7)/大慧(6)/慧忠(5)/慧舟(5)/慧子(4)/慧日(4)/慧林(4)
2320	宵	706	3.6145	99.318	今宵(235)/宵(164)/華宵(69)/宵闇(28)/宵の口(26)/宵宮(20)/宵曲(20)/宵越し(20)/宵山(19)/宵待(15)/元宵(14)/宵っ張り(9)/春宵(9)/宵まつり(8)/宵っぱり(7)/徹宵(7)/宵祭り(6)/待宵(6)/宵々(5)/宵寝(4)
2321	郁	705	3.6094	99.319	郁子(149)/郁(118)/郁夫(111)/郁彦(61)/馥郁(37)/郁男(27)/郁雨(27)/郁代(19)/郁恵(16)/郁太郎(15)/郁江(15)/郁美(12)/郁文(9)/郁郎(9)/郁之助(7)/郁生(7)/徳郁(6)/郁容(6)/郁次郎(6)/郁也(5)
2322	弔	704	3.6043	99.320	弔辞(132)/弔慰(107)/弔問(103)/弔う(84)/弔い(75)/慶弔(56)/弔っ(25)/弔電(21)/弔意(20)/弔(15)/弔詞(15)/弔事(14)/弔使(5)/弔鐘(5)/弔歌(4)/弔ひ(3)/弔ふ(3)/弔わ(3)/弔砲(3)/弔おう(2)
2323	蕉	702	3.5941	99.322	芭蕉(650)/蕉門(18)/蕉風(13)/蕉(10)/蕉翁(5)/蕉鹿(3)/蕉仙(1)/蕉影(1)/蘇蕉(1)
2324	諏	701	3.5889	99.323	諏訪(615)/諏訪部(30)/下諏訪(21)/諏訪子(13)/諏訪ノ平(7)/諏方(4)/諏訪町(3)/諏磨(2)/諏訪内(2)/浜寺諏訪森町(1)/諏井(1)/諏渡(1)/諏訪井(1)
2325	臆	700	3.5838	99.324	臆病(471)/臆面(72)/臆する(51)/臆測(37)/臆し(24)/臆せ(20)/臆(7)/臆説(4)/記臆(4)/胸臆(3)/臆さ(2)/臆見(2)/臆す(1)/臆すれ(1)/臆劫(1)
2326	臼	699	3.5787	99.325	脱臼(129)/臼(104)/臼井(88)/臼歯(53)/茶臼(53)/石臼(50)/羅臼(50)/臼杵(48)/臼田(48)/唐臼(10)/浦臼(10)/東臼杵(8)/臼砲(7)/茶臼山町(7)/西臼杵(6)/燧臼(5)/臼淵(5)/臼玉(4)/臼蓋(4)/臼渕(2)
2327	窃	698	3.5736	99.326	窃盗(608)/窃取(41)/剽窃(15)/窃(15)/窃視(9)/窃か(3)/窃ま(2)/僣窃(1)/爆窃(1)/窃み(1)/窃み去っ(1)/窃犯(1)
2328	魏	697	3.5684	99.327	魏(400)/魏志(110)/北魏(54)/魏書(42)/魏徴(24)/曹魏(13)/魏使(12)/魏晋(12)/西魏(11)/魏軍(4)/東魏(3)/魏収(3)/魏武(2)/魏舒(2)/魏兵(1)/魏晧(1)/魏略(1)/魏都(1)/漢魏(1)
2329	醬	692	3.5429	99.329	醬油(577)/豆板醬(32)/醬(25)/魚醬(24)/全醬工(13)/甜麵醬(6)/濁り醬(5)/醬麦(3)/甜面醬(2)/醬蝦(2)/肉醬(1)/蒟醬(1)/蝦醬(1)
2330	礁	690	3.5326	99.330	礁(279)/岩礁(131)/座礁(72)/環礁(70)/暗礁(64)/魚礁(38)/礁池(9)/漁礁(8)/造礁(4)/沈礁(3)/離礁(3)/坐礁(2)/裾礁(2)/島礁(1)/渡礁(1)/礁原(1)/礁塩生(1)/礁縁(1)
2331	謄	688	3.5224	99.331	謄本(493)/謄写(168)/謄抄本(18)/謄(9)
2332	芭	686	3.5121	99.332	芭蕉(650)/芭(23)/大芭(10)/崩芭(1)/符羅芭(1)/芭臣(1)
