ранг	кандзи	freq	pmw	кум%	написания
3873	擂	49	0.2509	99.941	擂り鉢(17)/擂鉢(6)/擂っ(4)/擂り(4)/擂り潰し(4)/擂る(3)/擂粉(3)/擂潰(2)/擂(1)/擂ら(1)/擂りつぶし(1)/擂り潰す(1)/擂り身(1)/擂座(1)
3874	燼	49	0.2509	99.941	灰燼(35)/余燼(12)/燼(2)
3875	肆	49	0.2509	99.941	書肆(30)/肆(6)/広肆(5)/大肆(4)/放肆(2)/而不肆(1)/肆海(1)
3876	跏	49	0.2509	99.941	半跏(25)/結跏(22)/跏趺(2)
3877	頤	49	0.2509	99.941	頤(34)/頤和(5)/頤使(4)/上頤(2)/括れ頤(1)/敦頤(1)/解頤(1)/頤指(1)
3878	亙	48	0.2457	99.941	亙っ(18)/亙る(10)/亙(8)/聰亙(6)/亙り(4)/亙つ(1)/亙ら(1)
3879	从	48	0.2457	99.941	从(35)/从木(2)/从〓个洞(1)/从う(1)/从上(1)/从上〓(1)/从之(1)/从入(1)/从勺(1)/从古(1)/从水(1)/从邑(1)/从邑幵聲(1)
3880	叟	48	0.2457	99.941	叟(29)/北叟笑ん(5)/仙叟(4)/朴叟(2)/耻叟(2)/閑叟(2)/〓叟(1)/北叟笑み(1)/原叟(1)/幽叟(1)
3881	呷	48	0.2457	99.941	呷っ(30)/呷る(10)/呷り(3)/呷(1)/呷つ(1)/呷ら(1)/呷切(1)/呷烏(1)
3882	徂	48	0.2457	99.941	徂徠(47)/徂来(1)
3883	徠	48	0.2457	99.941	徂徠(47)/徠(1)
3884	歷	48	0.2457	99.942	歷史(41)/歷(2)/來歷(1)/歷代(1)/歷年(1)/歷送(1)/閲歷(1)
3885	殼	48	0.2457	99.942	殼(32)/貝殼(5)/球殼(4)/脱け殼(3)/地殼(2)/割殼(1)/枳殼(1)
3886	甜	48	0.2457	99.942	甜菜(15)/甜麺醤(11)/甜麵醬(6)/甜瓜(4)/甜茶(3)/甜品(2)/甜面醬(2)/甜め(1)/甜心(1)/甜物(1)/甜蜜(1)/鄱陽甜隙(1)
3887	笞	48	0.2457	99.942	笞(38)/笞打ち(9)/竹笞(1)
3888	筥	48	0.2457	99.942	筥(27)/筥崎(18)/筥湯(2)/筥迫(1)
3889	籤	48	0.2457	99.942	籤(18)/神籤(7)/富籤(5)/抽籤(5)/当籤(3)/宝籤(2)/御籤(2)/当たり籤(1)/残り籤(1)/竹籤(1)/籤引き(1)/籤運(1)/釈籤(1)
3890	蔚	48	0.2457	99.942	蔚山(40)/蔚(3)/憂蔚(1)/文蔚(1)/蔚然(1)/蔚県(1)/蔚積(1)
3891	褚	48	0.2457	99.942	許褚(28)/褚(20)
3892	諡	48	0.2457	99.942	諡号(27)/諡(21)
3893	蹠	48	0.2457	99.942	対蹠(27)/蹠(19)/掌蹠(1)/足蹠(1)
3894	辭	48	0.2457	99.942	辭(15)/辭典(12)/修辭(7)/繫辭(3)/辭世(3)/辭し(2)/辭め(2)/卜辭(1)/辭めよう(1)/辭める(1)/辭退(1)
3895	鄰	48	0.2457	99.942	鄰(34)/有鄰(4)/東鄰(3)/照鄰(3)/西鄰(3)/比鄰(1)
3896	騫	48	0.2457	99.943	張騫(47)/子騫(1)
3897	騾	48	0.2457	99.943	騾馬(47)/騾(1)
3898	驀	48	0.2457	99.943	驀進(32)/驀地(8)/驀然(3)/驀(2)/驀直(2)/驀ら(1)
3899	乘	47	0.2406	99.943	乘つ(10)/乘る(8)/乘換(6)/大乘(4)/乘ら(3)/乘り(3)/乘客(3)/便乘(2)/乘(1)/乘らう(1)/乘り込ん(1)/乘れ(1)/乘廻し(1)/乘換へ(1)/乘換る(1)/千乘(1)
3900	埜	47	0.2406	99.943	乙身埜(14)/埜(9)/浅埜(7)/本埜(5)/平埜(3)/中埜(2)/小埜(2)/上埜(1)/埜口(1)/河埜(1)/紀埜(1)/高埜(1)
3901	奠	47	0.2406	99.943	奠(10)/奉奠(8)/香奠(8)/奠基(7)/奠陰(5)/奠都(3)/奠都(2)/祭奠(2)/釈奠(2)
3902	嬪	47	0.2406	99.943	別嬪(30)/嬪(10)/妃嬪(5)/嬪妃(1)/宮嬪(1)
3903	廼	47	0.2406	99.943	廼(29)/越廼(14)/曾我廼家(4)
3904	恆	47	0.2406	99.943	恆存(44)/恆(2)/恆孝(1)
3905	歸	47	0.2406	99.943	歸つ(16)/歸る(8)/歸(4)/歸り(4)/歸朝(3)/西歸浦(3)/囘歸(2)/歸し(1)/歸ら(1)/歸依(1)/歸國(1)/歸營(1)/歸着(1)/歸郷(1)
3906	滾	47	0.2406	99.943	滾る(13)/滾っ(10)/滾々(7)/滾ら(5)/滾り(4)/滾(2)/滾りたつ(1)/滾れ(1)/滾れ落ち(1)/煮え滾っ(1)/煮え滾る(1)/燃え滾る(1)
3907	痍	47	0.2406	99.943	創痍(24)/傷痍(22)/瘡痍(1)
3908	矧	47	0.2406	99.943	矢矧(17)/矧ぎ(15)/矧ぐ(7)/矧板(2)/割り矧ぎ(1)/横矧(1)/矧ぎ合せる(1)/矧手(1)/矧重ね(1)/縦矧(1)
3909	糜	47	0.2406	99.944	糜(27)/糜爛(5)/糜竺(5)/糜芳(5)/糜粥(3)/乳糜(2)
3910	艜	47	0.2406	99.944	艜船(38)/艜(8)/艜舟(1)
3911	觀	47	0.2406	99.944	觀(19)/主觀(6)/觀照(5)/觀念(4)/觀音(3)/客觀(2)/貞觀(2)/樂觀(1)/等觀(1)/觀じ(1)/觀勝(1)/觀堂(1)/諦觀(1)
3912	詢	47	0.2406	99.944	詢(26)/諮詢(14)/交詢(4)/学詢(1)/宗詢(1)/詢子(1)
3913	鋪	47	0.2406	99.944	鋪(27)/鋪道(7)/鋪装(5)/店鋪(3)/酒鋪(2)/義鋪(1)/鋪石(1)/鋪綱(1)
3914	鴫	47	0.2406	99.944	鴫(33)/鴫原(6)/鴫野(4)/鴫沢(3)/鴫田(1)
3915	侠	46	0.2355	99.944	任侠(14)/仁侠(8)/侠(6)/義侠(5)/侠客(4)/武侠(4)/残侠(3)/侠気(2)
3916	哈	46	0.2355	99.944	哈爾賓(11)/兀良哈(7)/哈密(6)/哈爾濱(4)/斉々哈爾(4)/哈爾浜(3)/察哈爾(3)/哈日(2)/娃哈哈(2)/哈(1)/哈同(1)/哈蜜(1)/哈連(1)
3917	愧	46	0.2355	99.944	愧(11)/慚愧(11)/愧じ(9)/慙愧(6)/愧死(3)/愧赧(3)/愧し(1)/愧づ(1)/懺愧(1)
3918	撻	46	0.2355	99.944	鞭撻(44)/蛋撻(2)
3919	樵	46	0.2355	99.944	樵(22)/木樵(9)/樵夫(7)/月樵(2)/鄭樵(2)/文樵(1)/樵り(1)/漁樵(1)/霞樵(1)
3920	湃	46	0.2355	99.944	彭湃(31)/澎湃(15)
3921	潭	46	0.2355	99.944	潭(16)/神居古潭(16)/潭亭(5)/清潭(3)/深潭(1)/淵潭(1)/潭い(1)/潭尾(1)/潭月(1)/潭秋(1)
3922	瓚	46	0.2355	99.945	瓚(41)/瓚次郎(5)
3923	纈	46	0.2355	99.945	纐纈(43)/臈纈(2)/蠟纈(1)
3924	續	46	0.2355	99.945	續(26)/末續(13)/繼續(5)/存續(1)/續飯(1)
3925	衾	46	0.2355	99.945	衾(22)/同衾(15)/槍衾(3)/覆衾(3)/男衾(1)/矢衾(1)/襲衾(1)
3926	鑼	46	0.2355	99.945	銅鑼(43)/鑼(1)/鑼灣(1)/鑼隊(1)
3927	顏	46	0.2355	99.945	顏(45)/朝顏(1)
3928	馥	46	0.2355	99.945	馥郁(37)/韓馥(6)/芬馥(1)/馥他(1)/馥需(1)
3929	鯵	46	0.2355	99.945	鯵(36)/鯵ヶ沢(7)/縞鯵(1)/鯵坂(1)/鯵釣り(1)
3930	鴛	46	0.2355	99.945	鴛鴦(37)/鴛(7)/鴛泊(2)
3931	都	46	0.2355	99.945	都(15)/都會(11)/京都(3)/宇都宮(3)/帝都(3)/奠都(2)/全都(1)/國都(1)/宇都野(1)/東都(1)/皇都(1)/騰瀰都(1)/都市(1)/都度(1)/都斯麻(1)
3932	叭	45	0.2304	99.945	喇叭(45)
3933	嬬	45	0.2304	99.945	嬬恋(24)/嬬生(9)/嬬(7)/女嬬(4)/己嬬(1)
3934	弗	45	0.2304	99.945	弗(15)/弗化(10)/舎利弗(9)/弗素(8)/けい弗(1)/匈奴鉄弗(1)/和歌彌多弗利(1)
3935	從	45	0.2304	99.946	從(21)/從つ(6)/從う(3)/從っ(3)/追從(3)/從ひ(2)/從ふ(2)/從事(2)/從は(1)/從へ(1)/聽從(1)
3936	悛	45	0.2304	99.946	改悛(32)/悔悛(12)/悛(1)
3937	悧	45	0.2304	99.946	怜悧(34)/悧巧(8)/悧口(3)
3938	懈	45	0.2304	99.946	懈怠(38)/懈(5)/懈し(1)/懈る(1)
3939	泛	45	0.2304	99.946	泛べ(9)/泛ん(7)/泛かべ(4)/泛かん(4)/思い泛かべ(3)/泛かぶ(3)/泛ぶ(3)/広泛(2)/思い泛べ(1)/泛(1)/泛い(1)/泛う(1)/泛く(1)/泛び(1)/泛びあがっ(1)/泛び上がる(1)/泛め(1)/泛愛(1)
3940	炮	45	0.2304	99.946	鉄炮(28)/炮烙(5)/大炮(3)/火炮(2)/炮術(2)/炮(1)/炮り干し(1)/炮卒(1)/炮格(1)/炮火(1)
3941	盪	45	0.2304	99.946	震盪(32)/振盪(12)/盪(1)
3942	睛	45	0.2304	99.946	点睛(17)/金睛(10)/眼睛(7)/睛(5)/睛明(4)/火眼金睛(2)
3943	睿	45	0.2304	99.946	睿(25)/睿宗(10)/睿珊(10)
3944	縊	45	0.2304	99.946	縊死(20)/縊っ(4)/縊ら(3)/縊り殺さ(3)/縊首(3)/縊り殺し(2)/縊る(2)/首縊り(2)/縊りださ(1)/縊り殺す(1)/縊れ(1)/見縊っ(1)/見縊ら(1)/見縊る(1)
3945	鎬	45	0.2304	99.946	鎬(18)/喆鎬(9)/張鎬(4)/昌鎬(3)/鎬京(3)/世鎬(1)/基鎬(1)/姫鎬(1)/成鎬(1)/敏鎬(1)/淳鎬(1)/秉鎬(1)/貝鎬(1)
3946	鼈	45	0.2304	99.946	鼈甲(40)/鼈(4)/跛鼈(1)
3947	區	44	0.2253	99.946	區(35)/區別(6)/區々(1)/區劃(1)/甸區(1)
3948	吽	44	0.2253	99.947	阿吽(24)/吽(13)/吽謙(6)/神吽(1)
3949	圖	44	0.2253	99.947	圖(32)/意圖(3)/圖解(2)/圖譜(2)/繪圖(2)/圖つ(1)/圖る(1)/雄圖(1)
3950	將	44	0.2253	99.947	將來(15)/將棋(7)/將(6)/將軍(5)/公將(3)/將兵(1)/將夫(1)/將子(1)/將帥(1)/將排(1)/將校(1)/將貨(1)/將貴(1)
3951	并	44	0.2253	99.947	并(36)/并び(5)/并州(3)
3952	弑	44	0.2253	99.947	弑逆(15)/弑し(11)/弑虐(7)/弑(2)/弑する(2)/弑奪(2)/弑殺(2)/弑しよう(1)/弑せ(1)/弑害(1)
3953	昶	44	0.2253	99.947	昶(26)/昶次郎(14)/王昶(4)
3954	熄	44	0.2253	99.947	終熄(17)/熄ん(11)/熄み(6)/熄む(5)/熄ま(3)/熄(1)/熄め(1)
3955	粮	44	0.2253	99.947	兵粮(21)/粮秣(8)/軍粮(4)/粮米(3)/路粮(2)/粮(1)/粮車(1)/粮飯(1)/腰粮(1)/衣粮(1)/銭粮(1)
3956	艀	44	0.2253	99.947	艀(42)/艀船(2)
3957	莽	44	0.2253	99.947	王莽(24)/草莽(17)/莽務(2)/莽(1)
3958	藺	44	0.2253	99.947	藺笠(15)/藺草(15)/藺(10)/沼藺(2)/太藺(1)/藺牟田(1)
3959	蛯	44	0.2253	99.947	蛯名(22)/蛯原(17)/蛯(4)/蛯沢(1)
3960	褸	44	0.2253	99.947	襤褸(40)/おん襤褸(1)/褸(1)/襤褸切れ(1)/襤褸着(1)
3961	襤	44	0.2253	99.948	襤褸(40)/おん襤褸(1)/襤褄(1)/襤褸切れ(1)/襤褸着(1)
3962	蹶	44	0.2253	99.948	蹶起(40)/蹶か(1)/蹶け(1)/蹶下(1)/蹶然(1)
3963	邉	44	0.2253	99.948	渡邉(29)/田邉(7)/邉(3)/山邉(2)/河邉(2)/濱邉(1)
3964	齎	44	0.2253	99.948	齎す(14)/齎し(13)/齎さ(8)/齎らす(4)/齎らし(3)/齎(1)/齎らさ(1)
3965	俑	43	0.2202	99.948	俑(42)/陶俑(1)
3966	厓	43	0.2202	99.948	仙厓(35)/青厓(7)/厓展(1)
3967	惇	43	0.2202	99.948	惇(21)/惇夫(7)/惇一(4)/惇子(2)/惇郎(2)/惇之(1)/惇史(1)/惇忠(1)/惇駭不測(1)/憔惇(1)/章惇(1)/高惇(1)
3968	攬	43	0.2202	99.948	総攬(28)/収攬(10)/攬(3)/攬る(1)/攬雀(1)
3969	潼	43	0.2202	99.948	潼関(40)/臨潼(2)/潼關(1)
3970	疳	43	0.2202	99.948	疳(12)/下疳(8)/疳の虫(7)/疳武(6)/疳高く(5)/疳高い(3)/つんぼ疳(2)
3971	瞽	43	0.2202	99.948	瞽女(42)/瞽相(1)
3972	纐	43	0.2202	99.948	纐纈(43)
3973	羯	43	0.2202	99.948	羯南(22)/羯鼓(8)/羯磨(5)/羯(4)/矜羯羅(2)/毘羯羅(1)/磨羯(1)
3974	舊	43	0.2202	99.948	舊(39)/舊跡(3)/舊い(1)
3975	苻	43	0.2202	99.949	苻堅(42)/苻生(1)
3976	裰	43	0.2202	99.949	直裰(33)/裰着(6)/裰姿(4)
3977	譴	43	0.2202	99.949	譴責(33)/譴(4)/幕譴(3)/天譴(2)/訶譴(1)
3978	谿	43	0.2202	99.949	谿(32)/解谿(4)/太谿(3)/花谿(1)/谿太(1)/谿谷(1)/青谿(1)
3979	邯	43	0.2202	99.949	邯鄲(41)/邯(1)/邯将(1)
3980	鴇	43	0.2202	99.949	鴇田(36)/鴇冬(2)/鴇島(2)/鴇色(2)/鴇羽(1)
3981	麼	43	0.2202	99.949	什麼(19)/作麼生(6)/恁麼(5)/麼来(4)/甚麼(3)/麼(3)/其麼(1)/蘇麼(1)/麼難(1)
3982	侃	42	0.2150	99.949	侃(10)/侃々(10)/陶侃(10)/侃侃(8)/侃也(1)/幸侃(1)/郭侃(1)/陳侃(1)
3983	囘	42	0.2150	99.949	囘(39)/囘歸(2)/轉囘(1)
3984	坏	42	0.2150	99.949	坏(21)/高坏(20)/泔坏(1)
3985	拇	42	0.2150	99.949	拇指(23)/拇印(15)/大拇(2)/拇(2)
3986	拈	42	0.2150	99.949	拈華(26)/拈じ(4)/拈(2)/拈挙(2)/拈来(2)/拈っ(1)/拈り示し(1)/拈出(1)/拈却(1)/拈弄(1)/拈鬮(1)
3987	晁	42	0.2150	99.949	晁蓋(19)/晁(9)/文晁(8)/敕晁(4)/晁中(2)
3988	棠	42	0.2150	99.949	海棠(28)/棠三(4)/宗棠(3)/毓棠(2)/永棠(2)/棠院(1)/樹棠(1)/錦棠(1)
3989	笈	42	0.2150	99.950	笈(23)/笈太郎(10)/笈川(5)/阿笈摩(2)/笈摺(1)/笈摺り(1)
3990	筬	42	0.2150	99.950	筬(31)/筬目(6)/筬通し(5)
3991	臑	42	0.2150	99.950	臑(25)/臑当(14)/臑当て(1)/臑押し(1)/臑痛(1)
3992	艫	42	0.2150	99.950	艫(36)/艫櫂(3)/真艫(1)/艫とり(1)/艫綱(1)
3993	苧	42	0.2150	99.950	苧(11)/苧環(6)/苧麻(5)/苧坂(4)/苧殻(3)/青苧(3)/麻苧(3)/苧がら(2)/苧阪(2)/山苧環(1)/苧扱川(1)/苧綿(1)
3994	蠍	42	0.2150	99.950	蠍座(23)/蠍(17)/蛇蠍(2)
3995	餠	42	0.2150	99.950	餠(29)/餠花(6)/干し餠(2)/鏡餠(2)/餠草(2)/蓬餠(1)
3996	福	42	0.2150	99.950	福田(34)/幸福(3)/福(3)/福寺(1)/福永(1)
3997	冽	41	0.2099	99.950	清冽(36)/凛冽(4)/冽(1)
3998	彅	41	0.2099	99.950	草彅(40)/彅(1)
3999	彣	41	0.2099	99.950	守彣(41)
4000	怙	41	0.2099	99.950	依怙(23)/依怙地(17)/怙釐(1)
4001	捐	41	0.2099	99.950	出捐(23)/義捐(12)/捐(2)/捐官(1)/捐納(1)/捐館(1)/棄捐(1)
4002	樗	41	0.2099	99.950	樗牛(18)/樗陰(11)/樗(9)/樗蔭(2)/樗蒲(1)
4003	瑾	41	0.2099	99.951	瑾(13)/瑕瑾(10)/秋瑾(8)/公瑾(3)/瑾妃(3)/紹瑾(2)/瑾貴(1)/瑾鵾(1)
4004	緘	41	0.2099	99.951	封緘(20)/緘黙(9)/緘し(5)/緘口(4)/緘(3)
4005	縒	41	0.2099	99.951	縒り(11)/紙縒(10)/縒っ(4)/縒り合わさ(3)/紙縒り(2)/縒(2)/縒り合わせ(2)/糸縒(1)/縒りあわせ(1)/縒りあわせる(1)/縒り集まり(1)/縒り集め(1)/縒れ(1)/縒糸(1)
4006	缺	41	0.2099	99.951	欠缺(17)/缺け(4)/缺(3)/無缺(2)/缺い(2)/缺如(2)/缺缺(2)/缺く(1)/缺ける(1)/缺ク(1)/缺乏(1)/缺壊(1)/缺点(1)/缺禮(1)/缺航(1)/鼻缺け(1)
4007	罌	41	0.2099	99.951	罌粟(36)/罌栗(2)/雛罌粟(2)/罌(1)
4008	菫	41	0.2099	99.951	菫(22)/菫色(15)/泣菫(2)/冬菫(1)/菫いろ(1)
4009	萼	41	0.2099	99.951	萼(31)/萼片(9)/萼筒(1)
4010	誡	41	0.2099	99.951	誡(23)/誡め(10)/遺誡(4)/訓誡(3)/教誡(1)
4011	鄲	41	0.2099	99.951	邯鄲(41)
4012	飫	41	0.2099	99.951	飫肥(38)/飫(2)/飫例(1)
4013	騏	41	0.2099	99.951	騏鬼(24)/騏一郎(16)/騏(1)
4014	魑	41	0.2099	99.951	魑魅(39)/魑(1)/魑魎(1)
4015	鹹	41	0.2099	99.951	鹹水(17)/鹹(12)/鹹湖(4)/辛鹹(2)/鹹蛋(2)/採鹹(1)/鹹い(1)/鹹味(1)/鹹泥(1)
4016	兌	40	0.2048	99.951	兌換(27)/兌(7)/高兌(4)/発兌(2)
4017	勺	40	0.2048	99.951	勺(39)/从勺(1)
4018	嗇	40	0.2048	99.952	吝嗇(37)/悋嗇(2)/嗇(1)
4019	壯	40	0.2048	99.952	壯(32)/壯吉(2)/壯大(2)/壯麗(2)/壯年(1)/壯擧(1)
4020	嶮	40	0.2048	99.952	嶮しい(11)/嶮(8)/嶮岨(6)/峻嶮(3)/嶮悪(3)/天嶮(2)/嶮しき(2)/嶮しく(2)/嶮うし(1)/嶮し(1)/嶮しかろう(1)
4021	徙	40	0.2048	99.952	移徙(38)/徙(2)
4022	梛	40	0.2048	99.952	梛子(28)/梛(12)
4023	楮	40	0.2048	99.952	楮(37)/楮紙(3)
4024	槐	40	0.2048	99.952	槐(25)/槐多(5)/槐安(4)/槐南(3)/槐柯(2)/金槐(1)
4025	櫟	40	0.2048	99.952	櫟(22)/櫟本(17)/櫟木(1)
4026	沽	40	0.2048	99.952	沽券(30)/塘沽(3)/大沽(2)/沽却(2)/屠沽(1)/沽(1)/沽販(1)
4027	磧	40	0.2048	99.952	磧(31)/大磧(4)/其磧(2)/歯磧(1)/砂磧(1)/莫賀延磧(1)
4028	芍	40	0.2048	99.952	芍薬(38)/芍(1)/芍藥(1)
4029	讖	40	0.2048	99.952	讖緯(31)/讖(6)/天発神讖碑(2)/嬉讖(1)
4030	鈷	40	0.2048	99.952	独鈷(25)/三鈷(8)/五鈷(4)/鈷鈴(2)/鈷鐃(1)
4031	髣	40	0.2048	99.952	髣髴(40)
4032	髴	40	0.2048	99.952	髣髴(40)
4033	鰤	40	0.2048	99.953	鰤(28)/寒鰤(5)/巻鰤(3)/塩鰤(2)/平鰤(2)
4034	齣	40	0.2048	99.953	齣(40)
4035	怕	39	0.1997	99.953	怕い(16)/怕(9)/怕れ(4)/怕かっ(3)/怕く(3)/怕れる(3)/怕う(1)
4036	橈	39	0.1997	99.953	橈骨(30)/橈(4)/橈側(3)/橈尺(2)
4037	瑪	39	0.1997	99.953	瑪瑙(24)/瑪竇(4)/瑪曲(3)/阿瑪(2)/瑪康(1)/瑪志尼(1)/瑪斯(1)/瑪瑠奇(1)/瑪雑(1)/阿詩瑪(1)
4038	盈	39	0.1997	99.953	盈(22)/盈ち(6)/劉盈(2)/盈滿(2)/盈男(2)/忠盈(1)/欒盈(1)/正盈(1)/盈一郎(1)/盈徳(1)
4039	祿	39	0.1997	99.953	貫祿(14)/祿(13)/元祿(12)
4040	箴	39	0.1997	99.953	箴言(30)/箴(9)
4041	簇	39	0.1997	99.953	簇(16)/元簇(10)/簇生(10)/一簇(1)/簇がり立ち(1)/簇がり立っ(1)
4042	翹	39	0.1997	99.953	連翹(16)/緑翹(10)/舒翹(6)/翹望(3)/翹岐(2)/翹楚(2)
4043	舛	39	0.1997	99.953	舛添(30)/舛(4)/舛形(2)/舛田(2)/狽舛(1)
4044	藷	39	0.1997	99.953	甘藷(22)/藷(17)
4045	轆	39	0.1997	99.953	轆轤(38)/轢轆(1)
4046	轤	39	0.1997	99.953	轆轤(38)/轤ゥ(1)
4047	辜	39	0.1997	99.953	無辜(35)/辜振(4)
4048	酥	39	0.1997	99.954	軟酥(28)/酥(7)/熟酥(1)/生酥(1)/蛋黄酥(1)/酥膏(1)
4049	鐶	39	0.1997	99.954	鐶(23)/鐶付(15)/止め鐶(1)
4050	陞	39	0.1997	99.954	陞爵(18)/陞官(9)/陞(6)/陞叙(4)/冬陞(2)
4051	霍	39	0.1997	99.954	霍(17)/霍見(10)/霍乱(4)/霍山(4)/霍達(2)/霍之丞(1)/霍公鳥(1)
4052	鴦	39	0.1997	99.954	鴛鴦(37)/鴦(2)
4053	麋	39	0.1997	99.954	麋(20)/麋竺(16)/麋芳(3)
4054	鼬	39	0.1997	99.954	鼬(29)/鎌鼬(6)/古鼬(2)/鼬ごっこ(2)
4055	社	39	0.1997	99.954	社(17)/社會(10)/會社(3)/社長(2)/祖國社(2)/退社(1)/社友(1)/社所(1)/社末(1)/社若(1)
4056	傪	38	0.1946	99.954	袁傪(38)
4057	刳	38	0.1946	99.954	刳り(14)/刳り貫い(4)/刳形(3)/内刳り(2)/刳っ(2)/刳り抜い(2)/刳抜(2)/刳物(2)/刳舟(2)/刳船(2)/刳り抜か(1)/刳り貫く(1)/刳型(1)
4058	匣	38	0.1946	99.954	匣(25)/玉匣(8)/霊匣(3)/櫛匣(2)
4059	幔	38	0.1946	99.954	幔幕(34)/幔(3)/帷幔(1)
4060	懊	38	0.1946	99.954	懊悩(37)/懊惱(1)
4061	柢	38	0.1946	99.954	根柢(38)
4062	檗	38	0.1946	99.954	黄檗(38)
4063	洙	38	0.1946	99.955	光洙(10)/鎮洙(6)/賢洙(5)/洙槿(4)/性洙(3)/洙(3)/龍洙(2)/哲洙(1)/学洙(1)/寅洙(1)/洙氏(1)/範洙(1)
4064	琅	38	0.1946	99.955	琅邪(17)/琅(13)/琅邪台(5)/琳琅(2)/琅玕(1)
4065	糎	38	0.1946	99.955	糎(38)
4066	耘	38	0.1946	99.955	耕耘(38)
4067	蠧	38	0.1946	99.955	蠧簡(36)/蠧(1)/蠧害トナルニ(1)
4068	趺	38	0.1946	99.955	趺坐(34)/趺承(2)/跏趺(2)
4069	跫	38	0.1946	99.955	跫音(38)
4070	雙	38	0.1946	99.955	雙葉(11)/雙六(7)/雙十(3)/雙方(3)/雙(2)/雙林(2)/雙燕(2)/田雙(1)/雙び(1)/雙倉(1)/雙光(1)/雙柳(1)/雙生(1)/雙紙(1)/雙連(1)
4071	韜	38	0.1946	99.955	韜晦(21)/六韜(8)/韜袍(3)/虎韜(1)/韜(1)/韜光(1)/韜園(1)/韜奮(1)/韜略(1)
4072	驟	38	0.1946	99.955	驟雨(36)/驟然(2)
4073	黛	38	0.1946	99.955	黛(16)/翆黛(14)/粉黛(5)/青黛(3)
4074	儁	37	0.1894	99.955	朱儁(30)/儁才(3)/儁(2)/溥儁(1)/蔡儁(1)
4075	卉	37	0.1894	99.955	花卉(36)/卉(1)
4076	寞	37	0.1894	99.955	寂寞(34)/寞寞(2)/寞(1)
4077	櫨	37	0.1894	99.955	櫨(17)/香櫨(6)/黄櫨染(4)/榑櫨(2)/櫨山(2)/櫨橘(2)/黄櫨(2)/櫨方(1)/甘櫨(1)
4078	汶	37	0.1894	99.955	樹汶(23)/大汶口(12)/汶上(1)/蘇汶(1)
4079	濟	37	0.1894	99.956	濟(16)/濟州(4)/濟み(3)/濟ん(3)/臨濟(3)/濟ま(2)/濟む(2)/拔濟(1)/普濟(1)/濟遺(1)/百濟(1)
4080	燒	37	0.1894	99.956	燒(6)/燒芋(4)/燒か(3)/燒香(3)/玉子燒(3)/燒い(2)/燒き(2)/燒き亡ぼす(2)/燒く(2)/燒亡(2)/燒酎(2)/燒け(1)/燒ける(1)/燒結(1)/燒賣(1)/燒跡(1)/燒點(1)
4081	畸	37	0.1894	99.956	畸型(11)/畸形(11)/畸行(8)/畸人(6)/畸才(1)
4082	盼	37	0.1894	99.956	盼雲(37)
4083	繙	37	0.1894	99.956	繙い(16)/繙く(10)/繙き(4)/繙か(3)/繙け(2)/繙読(1)/繙譯(1)
4084	膺	37	0.1894	99.956	膺懲(16)/服膺(9)/膺(6)/膺受(4)/李膺(1)/膺り(1)
4085	茣	37	0.1894	99.956	茣蓙(37)
4086	蓙	37	0.1894	99.956	茣蓙(37)
4087	蛟	37	0.1894	99.956	蛟(16)/蛟龍(15)/蛟竜(3)/虎蛟(2)/騰蛟(1)
4088	螂	37	0.1894	99.956	蟷螂(36)/螳螂(1)
4089	蟷	37	0.1894	99.956	蟷螂(36)/ゥ蟷(1)
4090	衞	37	0.1894	99.956	衞(18)/歌右衞門(5)/衞門(3)/近衞(3)/兵衞(2)/善衞(2)/九兵衞(1)/吉右衞門(1)/孫兵衞(1)/鎭衞(1)
4091	褶	37	0.1894	99.956	褶曲(31)/褶(6)
4092	譯	37	0.1894	99.956	譯(22)/譯書(3)/飜譯(3)/譯出(2)/譯員(2)/譯朱(2)/繙譯(1)/誤譯(1)/譯詩(1)
4093	靼	37	0.1894	99.956	韃靼(36)/靼(1)
4094	鞜	37	0.1894	99.956	青鞜(36)/鞜(1)
4095	韶	37	0.1894	99.957	仰韶(15)/文韶(4)/虞韶(4)/韶(4)/韶九(2)/韶子(2)/韶陽(2)/景韶(1)/茂韶(1)/韶二(1)/韶様(1)
4096	魋	37	0.1894	99.957	桓魋(37)
4097	褐	37	0.1894	99.957	褐色(27)/褐変(7)/褐(3)
4098	匍	36	0.1843	99.957	匍匐(23)/匍い(3)/匍っ(2)/匍いこみ(1)/匍いずり廻っ(1)/匍い上がり(1)/匍い廻っ(1)/匍い廻る(1)/匍ふ(1)/匍出(1)/匍有(1)
4099	喙	36	0.1843	99.957	容喙(29)/喙(4)/喙己呑(2)/喙国(1)
4100	壒	36	0.1843	99.957	壒嚢(28)/壒囊(8)
4101	寐	36	0.1843	99.957	寐(24)/夢寐(4)/寐る(3)/寤寐(2)/寐覚(1)/寐転ぶ(1)/寐転ん(1)
4102	岱	36	0.1843	99.957	岱(14)/馬岱(12)/蕨岱(2)/鶴ヶ岱(2)/尾岱(1)/岱廟(1)/岱栄(1)/岱蔵(1)/玄岱(1)/雪岱(1)
4103	恬	36	0.1843	99.957	恬淡(21)/恬(7)/蒙恬(4)/恬然(2)/恬子(1)/恬澹(1)
4104	擱	36	0.1843	99.957	擱く(9)/擱筆(8)/擱い(4)/擱き(4)/擱座(4)/擱坐(3)/擱(2)/擱か(2)
